transaction_id,account_id,transaction_type,amount,description,balance_after,timestamp,reference_id,status
T0001488,A00146,CREDIT,1307.23,POS Purchase,136874.56,2019-10-09T23:04:12+00:00,,COMPLETED
T0001668,A00162,CREDIT,371.35,Salary Deposit,23159.73,2020-03-06T03:59:51+00:00,,COMPLETED
T0002079,A00202,CREDIT,1836.83,ATM Withdrawal,13822.15,2022-09-14T11:03:38+00:00,,COMPLETED
T0000500,A00048,CREDIT,505.67,Interest Credit,99576.72,2025-11-29T08:19:58+00:00,,COMPLETED
T0001936,A00188,DEBIT,1551.69,Transfer In,948.14,2022-08-02T23:10:27+00:00,,COMPLETED
T0001582,A00155,DEBIT,617.54,POS Purchase,169097.59,2023-07-07T11:24:07+00:00,,COMPLETED
T0000555,A00052,CREDIT,571.63,Fee,33080.32,2023-05-11T04:28:58+00:00,,COMPLETED
T0001140,A00105,DEBIT,1195.98,Salary Deposit,159685.95,2021-04-24T04:24:41+00:00,,COMPLETED
T0001570,A00154,CREDIT,674.38,Salary Deposit,100745.55,2024-09-01T17:00:53+00:00,,COMPLETED
T0001245,A00113,CREDIT,711.62,ATM Withdrawal,82765.67,2025-08-14T10:46:26+00:00,,COMPLETED
T0000631,A00059,CREDIT,1925.30,Fee,942.58,2024-03-30T23:39:08+00:00,,COMPLETED
T0000396,A00037,CREDIT,1044.35,POS Purchase,75780.01,2022-03-17T05:18:30+00:00,,COMPLETED
T0002083,A00202,CREDIT,1795.52,ATM Withdrawal,13624.4,2022-06-25T03:32:30+00:00,,COMPLETED
T0001765,A00169,CREDIT,1169.64,Transfer Out,177348.44,2019-01-20T05:31:33+00:00,,COMPLETED
T0000308,A00031,DEBIT,1625.29,Transfer Out,184315.26,2024-02-07T04:40:50+00:00,,COMPLETED
T0000810,A00075,DEBIT,431.24,Interest Credit,28666.71,2024-04-28T16:40:18+00:00,,COMPLETED
T0000087,A00010,CREDIT,908.80,POS Purchase,187627.66,2025-01-19T12:05:17+00:00,,COMPLETED
T0002198,A00214,CREDIT,1404.06,ATM Withdrawal,188749.46,2023-08-19T00:07:24+00:00,,COMPLETED
T0001800,A00172,DEBIT,981.71,ATM Withdrawal,188466.19,2022-05-16T18:56:23+00:00,,COMPLETED
T0001700,A00165,DEBIT,1010.91,POS Purchase,81928.19,2023-04-06T22:19:23+00:00,,COMPLETED
T0001296,A00118,DEBIT,1035.05,Transfer Out,105603.18,2025-02-13T10:32:49+00:00,,COMPLETED
T0000787,A00074,DEBIT,40445.88,Fee,38948.19,2024-02-17T18:56:43+00:00,,COMPLETED
T0002068,A00201,DEBIT,1433.74,Interest Credit,7345.74,2019-06-29T13:39:16+00:00,,COMPLETED
T0000379,A00037,CREDIT,536.65,Fee,75894.77,2024-08-02T12:27:53+00:00,,COMPLETED
T0001253,A00115,DEBIT,1002.54,Fee,54451.17,2023-06-07T10:06:51+00:00,,COMPLETED
T0001317,A00124,DEBIT,38962.47,Fee,112563.66,2020-06-12T22:17:28+00:00,,COMPLETED
T0000040,A00006,DEBIT,22513.46,Salary Deposit,162552.18,2022-02-22T11:37:21+00:00,,COMPLETED
T0000288,A00028,CREDIT,1399.06,Fee,162509.52,2024-08-27T00:05:39+00:00,,COMPLETED
T0000744,A00071,CREDIT,23.46,Fee,176625.68,2022-08-22T21:36:59+00:00,,COMPLETED
T0001020,A00094,DEBIT,1424.55,POS Purchase,5974.83,2023-05-03T12:57:15+00:00,,COMPLETED
T0001016,A00094,CREDIT,1531.96,Transfer Out,5572.9,2020-10-26T04:03:30+00:00,,COMPLETED
T0001517,A00150,CREDIT,645.30,Salary Deposit,101444.58,2019-07-21T15:50:16+00:00,,COMPLETED
T0001849,A00180,DEBIT,829.62,ATM Withdrawal,160136.11,2022-08-26T21:43:50+00:00,,COMPLETED
T0001635,A00160,DEBIT,1679.30,ATM Withdrawal,141758.38,2020-10-11T05:38:46+00:00,,COMPLETED
T0000425,A00040,DEBIT,1486.62,Transfer Out,114921.67,2023-12-27T06:06:15+00:00,,COMPLETED
T0001267,A00116,CREDIT,868.16,Transfer Out,24860.7,2022-07-17T22:18:48+00:00,,COMPLETED
T0000621,A00059,DEBIT,977.69,Transfer In,1377.17,2023-10-01T02:31:23+00:00,,COMPLETED
T0001586,A00155,CREDIT,1679.10,Transfer In,169005.98,2021-09-15T10:13:44+00:00,,COMPLETED
T0000745,A00071,DEBIT,510.82,POS Purchase,176444.62,2020-09-07T23:27:29+00:00,,COMPLETED
T0000439,A00042,CREDIT,1875.04,Fee,3213.43,2022-07-30T12:34:26+00:00,,COMPLETED
T0002280,A00223,DEBIT,707.79,ATM Withdrawal,108599.29,2022-01-30T00:37:43+00:00,,COMPLETED
T0001107,A00103,CREDIT,1925.66,ATM Withdrawal,175850.84,2020-06-06T21:03:07+00:00,,COMPLETED
T0001184,A00109,DEBIT,1956.32,Transfer Out,145895.06,2024-12-26T08:47:02+00:00,,COMPLETED
T0001088,A00101,DEBIT,1809.65,ATM Withdrawal,3927.8,2021-05-01T01:54:36+00:00,,COMPLETED
T0002038,A00200,DEBIT,1120.44,Transfer Out,173129.87,2021-12-05T12:02:56+00:00,,COMPLETED
T0000840,A00079,DEBIT,18931.28,Salary Deposit,25042.84,2024-10-15T10:08:15+00:00,,COMPLETED
T0000448,A00042,CREDIT,1323.01,ATM Withdrawal,3398.32,2021-07-24T12:14:23+00:00,,COMPLETED
T0002103,A00207,CREDIT,991.03,POS Purchase,61828.5,2019-01-24T19:52:25+00:00,,COMPLETED
T0001046,A00098,CREDIT,1746.35,Transfer Out,45079.62,2024-05-02T20:07:16+00:00,,COMPLETED
T0002243,A00219,DEBIT,1881.82,Salary Deposit,109341.54,2023-09-05T20:30:27+00:00,,COMPLETED
T0001818,A00174,CREDIT,494.97,Interest Credit,174679.47,2022-04-21T23:04:23+00:00,,COMPLETED
T0000254,A00025,DEBIT,1683.98,ATM Withdrawal,113621.24,2023-12-07T15:25:54+00:00,,COMPLETED
T0001822,A00176,DEBIT,1138.09,Salary Deposit,146070.39,2020-12-28T11:17:52+00:00,,COMPLETED
T0001069,A00099,DEBIT,1611.84,POS Purchase,50060.8,2020-02-29T17:50:33+00:00,,COMPLETED
T0001396,A00135,CREDIT,1707.80,ATM Withdrawal,159928.72,2020-01-28T14:16:28+00:00,,COMPLETED
T0000445,A00042,DEBIT,1203.01,Transfer In,3671.62,2020-09-29T15:02:32+00:00,,COMPLETED
T0000914,A00085,CREDIT,277.11,Interest Credit,101692.57,2024-01-25T18:29:17+00:00,,COMPLETED
T0001529,A00150,DEBIT,1895.91,POS Purchase,101448.95,2022-12-23T05:58:39+00:00,,COMPLETED
T0000291,A00029,CREDIT,628.60,ATM Withdrawal,137604.75,2024-09-20T01:30:39+00:00,,COMPLETED
T0000924,A00085,CREDIT,1649.37,Salary Deposit,101159.06,2021-10-17T16:51:05+00:00,,COMPLETED
T0000978,A00089,DEBIT,84.33,Transfer In,135307.58,2025-05-22T19:33:11+00:00,,COMPLETED
T0001261,A00115,CREDIT,1390.06,Transfer In,54549.11,2024-03-20T06:10:47+00:00,,COMPLETED
T0000862,A00081,CREDIT,29727.43,Transfer In,33583.29,2022-12-05T06:31:39+00:00,,COMPLETED
T0002160,A00211,DEBIT,1600.74,Interest Credit,137578.68,2023-10-05T08:40:24+00:00,,COMPLETED
T0002258,A00221,DEBIT,621.79,Salary Deposit,118710.61,2019-08-16T11:20:06+00:00,,COMPLETED
T0002290,A00224,CREDIT,1510.69,Transfer Out,159696.9,2022-09-30T03:31:07+00:00,,COMPLETED
T0001860,A00181,CREDIT,137.67,Transfer Out,149244.46,2025-11-14T00:07:22+00:00,,COMPLETED
T0001677,A00162,DEBIT,153.77,Salary Deposit,23360.21,2024-12-26T10:17:18+00:00,,COMPLETED
T0000327,A00032,DEBIT,592.71,POS Purchase,159925.89,2021-04-23T18:45:38+00:00,,COMPLETED
T0002134,A00209,DEBIT,39838.52,Transfer Out,129484.94,2024-08-13T14:12:32+00:00,,COMPLETED
T0001176,A00108,CREDIT,138.49,ATM Withdrawal,174189.89,2025-08-03T17:21:40+00:00,,COMPLETED
T0000094,A00010,DEBIT,1562.50,Transfer In,188045.19,2020-06-10T15:49:31+00:00,,COMPLETED
T0000157,A00015,CREDIT,222.99,POS Purchase,176274.57,2019-08-04T04:38:59+00:00,,COMPLETED
T0000977,A00089,CREDIT,43177.82,ATM Withdrawal,135914.74,2020-10-02T02:27:44+00:00,,COMPLETED
T0000434,A00041,CREDIT,17.37,POS Purchase,157491.9,2023-01-30T10:49:38+00:00,,COMPLETED
T0000753,A00072,DEBIT,1158.95,Transfer Out,141630.63,2025-03-28T21:42:15+00:00,,COMPLETED
T0001504,A00147,CREDIT,90.83,Interest Credit,117601.31,2022-12-13T13:29:39+00:00,,COMPLETED
T0000082,A00010,DEBIT,980.66,Transfer In,188230.59,2023-07-28T20:19:15+00:00,,COMPLETED
T0002094,A00205,CREDIT,826.49,Salary Deposit,25285.49,2019-06-11T17:57:03+00:00,,COMPLETED
T0000834,A00078,CREDIT,681.52,ATM Withdrawal,95020.06,2020-03-23T08:19:36+00:00,,COMPLETED
T0001554,A00153,DEBIT,1113.41,Interest Credit,115855.99,2025-06-28T19:41:38+00:00,,COMPLETED
T0002236,A00218,CREDIT,1344.42,Salary Deposit,178099.63,2022-11-17T21:47:21+00:00,,COMPLETED
T0002213,A00216,DEBIT,1318.31,ATM Withdrawal,49924.56,2023-07-21T17:48:17+00:00,,COMPLETED
T0000268,A00025,CREDIT,1998.66,POS Purchase,113836.04,2020-07-17T15:36:43+00:00,,COMPLETED
T0001500,A00147,DEBIT,269.16,ATM Withdrawal,117416.81,2024-07-11T19:52:47+00:00,,COMPLETED
T0001446,A00141,DEBIT,404.92,Interest Credit,194028.06,2020-06-14T20:53:02+00:00,,COMPLETED
T0000090,A00010,CREDIT,1911.88,POS Purchase,187883.39,2019-08-13T14:15:26+00:00,,COMPLETED
T0000477,A00046,CREDIT,41844.62,Transfer Out,95297.01,2022-05-10T23:06:10+00:00,,COMPLETED
T0000339,A00034,DEBIT,418.82,Transfer Out,108986.59,2022-05-25T13:02:18+00:00,,COMPLETED
T0000666,A00063,CREDIT,991.65,POS Purchase,152501.35,2022-10-03T06:05:49+00:00,,COMPLETED
T0000495,A00048,CREDIT,978.46,Fee,99755.89,2023-02-22T04:44:31+00:00,,COMPLETED
T0001857,A00180,CREDIT,1682.81,ATM Withdrawal,160061.46,2019-10-06T07:29:16+00:00,,COMPLETED
T0000362,A00035,CREDIT,557.35,Transfer In,195405.25,2024-05-07T02:58:07+00:00,,COMPLETED
T0000394,A00037,DEBIT,957.85,Transfer Out,76255.83,2021-02-06T19:52:06+00:00,,COMPLETED
T0001736,A00168,DEBIT,764.57,Transfer Out,74464.42,2021-10-01T14:04:28+00:00,,COMPLETED
T0000539,A00051,DEBIT,1711.80,POS Purchase,190467.97,2022-05-11T17:44:55+00:00,,COMPLETED
T0002241,A00219,DEBIT,21510.60,Transfer Out,109178.8,2023-11-08T14:38:14+00:00,,COMPLETED
T0000078,A00009,CREDIT,741.67,Interest Credit,13032.71,2021-10-17T21:08:04+00:00,,COMPLETED
T0000103,A00011,DEBIT,18605.07,Transfer Out,166212.12,2019-06-02T08:05:39+00:00,,COMPLETED
T0002235,A00217,DEBIT,53.79,ATM Withdrawal,29519.49,2025-01-02T03:42:59+00:00,,COMPLETED
T0001072,A00100,DEBIT,1125.95,Interest Credit,146559.16,2024-09-16T13:35:33+00:00,,COMPLETED
T0001796,A00171,CREDIT,17428.32,Salary Deposit,45275.96,2025-10-18T02:56:53+00:00,,COMPLETED
T0000012,A00001,CREDIT,1975.09,Salary Deposit,140566.64,2024-01-07T04:51:12+00:00,,COMPLETED
T0001986,A00194,CREDIT,731.67,ATM Withdrawal,118379.02,2025-02-20T21:21:52+00:00,,COMPLETED
T0000743,A00071,CREDIT,1751.44,Salary Deposit,176110.99,2023-12-13T15:42:34+00:00,,COMPLETED
T0001848,A00180,DEBIT,1119.20,Salary Deposit,160394.37,2023-04-15T09:03:50+00:00,,COMPLETED
T0002016,A00198,CREDIT,225.74,POS Purchase,45239.05,2023-08-10T13:13:04+00:00,,COMPLETED
T0000043,A00007,CREDIT,1334.32,ATM Withdrawal,127556.91,2023-02-09T03:56:39+00:00,,COMPLETED
T0001619,A00158,DEBIT,907.77,Salary Deposit,148794.66,2019-11-12T08:58:00+00:00,,COMPLETED
T0001151,A00107,DEBIT,1245.07,Interest Credit,146009.24,2022-06-06T23:26:49+00:00,,COMPLETED
T0000167,A00016,DEBIT,1165.12,POS Purchase,152972.42,2020-05-27T18:22:06+00:00,,COMPLETED
T0000415,A00040,CREDIT,987.89,Interest Credit,115013.83,2022-02-08T02:26:57+00:00,,COMPLETED
T0001663,A00162,DEBIT,562.08,Salary Deposit,23909.25,2022-05-15T08:06:06+00:00,,COMPLETED
T0000293,A00029,DEBIT,15253.13,Fee,137767.12,2024-04-19T05:25:25+00:00,,COMPLETED
T0000813,A00077,DEBIT,1655.46,Transfer Out,152141.99,2020-03-17T22:43:32+00:00,,COMPLETED
T0001492,A00147,DEBIT,1628.22,Transfer In,117771.22,2023-10-25T03:16:00+00:00,,COMPLETED
T0001722,A00167,CREDIT,169.32,Salary Deposit,159724.08,2025-11-13T19:13:46+00:00,,COMPLETED
T0001799,A00172,DEBIT,695.36,Transfer In,188289.68,2019-04-30T12:51:44+00:00,,COMPLETED
T0002278,A00223,DEBIT,21206.47,Transfer In,108398.48,2019-12-20T22:27:36+00:00,,COMPLETED
T0000036,A00006,CREDIT,14209.25,ATM Withdrawal,162811.82,2023-08-30T01:49:04+00:00,,COMPLETED
T0000472,A00046,CREDIT,578.48,Transfer In,95145.99,2020-02-26T08:48:18+00:00,,COMPLETED
T0000798,A00075,CREDIT,559.31,POS Purchase,27960.2,2025-08-28T20:15:58+00:00,,COMPLETED
T0000626,A00059,CREDIT,955.96,Transfer In,1433.23,2023-10-24T17:02:18+00:00,,COMPLETED
T0001318,A00124,CREDIT,23443.70,Transfer Out,112592.69,2021-04-06T01:59:42+00:00,,COMPLETED
T0000547,A00052,DEBIT,1145.36,Fee,32266.12,2025-11-02T20:42:21+00:00,,COMPLETED
T0000442,A00042,DEBIT,778.31,Salary Deposit,3660.23,2019-10-28T04:00:47+00:00,,COMPLETED
T0001484,A00145,CREDIT,8831.50,Transfer Out,114761.01,2020-12-24T11:13:03+00:00,,COMPLETED
T0001864,A00181,DEBIT,864.24,Transfer In,148514.43,2022-10-15T08:00:00+00:00,,COMPLETED
T0001091,A00101,DEBIT,389.39,Salary Deposit,3816.61,2019-07-11T02:30:04+00:00,,COMPLETED
T0000758,A00072,CREDIT,482.13,Transfer In,141654.09,2023-03-02T21:35:05+00:00,,COMPLETED
T0001579,A00154,DEBIT,1968.44,ATM Withdrawal,100290.3,2022-09-24T04:10:01+00:00,,COMPLETED
T0002273,A00223,CREDIT,1498.57,Transfer In,108602.46,2019-05-25T00:31:14+00:00,,COMPLETED
T0001454,A00141,CREDIT,1015.16,Transfer In,194878.26,2021-01-31T19:55:50+00:00,,COMPLETED
T0001288,A00117,CREDIT,1141.54,Interest Credit,104952.81,2023-09-15T05:27:43+00:00,,COMPLETED
T0001741,A00168,CREDIT,1723.84,Fee,73687.61,2020-12-28T01:48:12+00:00,,COMPLETED
T0002168,A00212,DEBIT,558.36,Fee,172507.32,2024-11-03T03:17:41+00:00,,COMPLETED
T0001540,A00152,DEBIT,1558.13,Fee,158900.29,2024-08-13T08:20:56+00:00,,COMPLETED
T0002002,A00195,CREDIT,911.67,Transfer In,50735.99,2025-02-07T03:05:45+00:00,,COMPLETED
T0000276,A00026,CREDIT,287.37,Fee,111027.96,2020-05-11T05:44:40+00:00,,COMPLETED
T0001588,A00155,CREDIT,26194.85,Fee,168451.72,2025-04-08T20:13:00+00:00,,COMPLETED
T0001485,A00145,DEBIT,1231.33,Transfer Out,114053.65,2019-03-28T16:30:35+00:00,,COMPLETED
T0001704,A00165,CREDIT,1185.57,Interest Credit,82181.65,2022-07-25T01:56:06+00:00,,COMPLETED
T0000867,A00081,DEBIT,960.33,Transfer Out,33412.26,2022-07-06T01:07:31+00:00,,COMPLETED
T0001272,A00116,DEBIT,709.41,Transfer In,25718.97,2025-10-13T05:57:51+00:00,,COMPLETED
T0001308,A00120,DEBIT,1917.43,Salary Deposit,66183.05,2020-01-27T04:20:18+00:00,,COMPLETED
T0002265,A00222,CREDIT,1859.57,Transfer Out,184604.91,2019-09-09T09:09:42+00:00,,COMPLETED
T0001531,A00151,CREDIT,1768.38,Transfer In,191625.16,2020-04-03T01:43:28+00:00,,COMPLETED
T0002049,A00200,CREDIT,2195.19,Transfer In,173101.19,2024-11-21T16:04:37+00:00,,COMPLETED
T0000868,A00081,CREDIT,1094.67,POS Purchase,32880.77,2023-02-16T18:09:55+00:00,,COMPLETED
T0000058,A00008,DEBIT,697.21,Fee,188171.8,2023-07-22T03:06:18+00:00,,COMPLETED
T0000969,A00089,DEBIT,209.78,POS Purchase,135397.64,2024-07-21T04:35:48+00:00,,COMPLETED
T0001406,A00136,CREDIT,1789.43,Transfer Out,115957.02,2021-02-14T09:08:03+00:00,,COMPLETED
T0000960,A00088,DEBIT,1764.99,ATM Withdrawal,195488.28,2021-08-20T21:36:58+00:00,,COMPLETED
T0000588,A00055,DEBIT,1926.72,Fee,119459.41,2024-03-16T12:31:19+00:00,,COMPLETED
T0000950,A00088,DEBIT,25.03,Transfer Out,195946.98,2020-11-03T15:05:04+00:00,,COMPLETED
T0002102,A00207,CREDIT,1162.19,ATM Withdrawal,61576.23,2024-01-30T21:48:47+00:00,,COMPLETED
T0000684,A00066,CREDIT,126.19,POS Purchase,34227.8,2022-03-05T01:05:08+00:00,,COMPLETED
T0001935,A00187,DEBIT,673.50,Salary Deposit,64376.02,2021-04-23T22:28:57+00:00,,COMPLETED
T0000224,A00022,DEBIT,1397.73,Transfer Out,47685.34,2020-05-30T06:50:28+00:00,,COMPLETED
T0001266,A00116,CREDIT,30918.94,Transfer In,24858.46,2020-10-19T23:51:06+00:00,,COMPLETED
T0000780,A00074,DEBIT,124.91,POS Purchase,38176.95,2019-12-12T02:23:53+00:00,,COMPLETED
T0000313,A00031,DEBIT,210.48,Salary Deposit,184525.99,2023-04-18T05:21:10+00:00,,COMPLETED
T0001026,A00095,CREDIT,1825.33,Transfer In,63518.49,2023-11-02T15:28:53+00:00,,COMPLETED
T0002287,A00224,CREDIT,1590.80,POS Purchase,160080.49,2023-08-04T03:06:38+00:00,,COMPLETED
T0001926,A00187,CREDIT,1252.70,Transfer Out,63701.16,2020-08-06T18:49:40+00:00,,COMPLETED
T0002087,A00204,DEBIT,1953.22,POS Purchase,55959.16,2021-05-13T22:41:56+00:00,,COMPLETED
T0000194,A00020,CREDIT,469.04,POS Purchase,126587.71,2024-01-27T22:24:05+00:00,,COMPLETED
T0000070,A00009,CREDIT,99.22,Transfer In,12301.05,2022-05-16T13:02:15+00:00,,COMPLETED
T0001049,A00098,DEBIT,1669.28,Interest Credit,45727.01,2021-07-04T06:50:08+00:00,,COMPLETED
T0002040,A00200,DEBIT,490.23,Transfer In,173459.47,2020-12-19T02:59:48+00:00,,COMPLETED
T0001866,A00181,CREDIT,1426.29,POS Purchase,149224.34,2021-10-24T19:04:21+00:00,,COMPLETED
T0001122,A00103,DEBIT,1762.52,Transfer Out,175913.84,2020-05-30T04:28:06+00:00,,COMPLETED
T0001275,A00116,DEBIT,3815.27,POS Purchase,25374.82,2022-03-07T07:07:35+00:00,,COMPLETED
T0001427,A00139,CREDIT,1397.29,Fee,56778.35,2022-10-12T08:05:37+00:00,,COMPLETED
T0000016,A00002,CREDIT,1870.39,Transfer Out,33844.31,2024-01-01T15:32:26+00:00,,COMPLETED
T0000738,A00071,DEBIT,1360.42,Salary Deposit,176923.25,2025-11-28T20:03:27+00:00,,COMPLETED
T0000909,A00084,DEBIT,324.93,ATM Withdrawal,20553.46,2019-07-31T21:49:49+00:00,,COMPLETED
T0000894,A00084,CREDIT,661.03,Fee,20457.39,2020-09-03T08:50:26+00:00,,COMPLETED
T0001304,A00120,DEBIT,11784.92,Transfer Out,66327.54,2024-02-26T14:12:48+00:00,,COMPLETED
T0001968,A00190,DEBIT,1741.66,POS Purchase,62805.96,2020-03-21T08:17:32+00:00,,COMPLETED
T0001519,A00150,CREDIT,708.22,Interest Credit,101494.31,2022-11-24T11:29:39+00:00,,COMPLETED
T0001410,A00137,DEBIT,818.16,Interest Credit,98640.49,2024-12-28T12:24:58+00:00,,COMPLETED
T0002271,A00223,DEBIT,64.74,POS Purchase,108123.45,2022-10-16T06:14:11+00:00,,COMPLETED
T0000735,A00071,CREDIT,1058.97,ATM Withdrawal,176900.4,2021-05-16T13:48:50+00:00,,COMPLETED
T0002353,A00234,DEBIT,569.07,Fee,64137.86,2023-02-26T13:52:39+00:00,,COMPLETED
T0002225,A00216,CREDIT,1538.25,Interest Credit,50797.25,2022-04-19T06:51:36+00:00,,COMPLETED
T0001276,A00116,CREDIT,783.59,Transfer In,25235.66,2019-06-30T23:20:37+00:00,,COMPLETED
T0001659,A00161,DEBIT,869.71,ATM Withdrawal,185106.39,2025-07-15T04:14:08+00:00,,COMPLETED
T0001715,A00166,DEBIT,218.87,Interest Credit,161183.7,2020-10-25T00:59:06+00:00,,COMPLETED
T0000433,A00041,CREDIT,1981.45,POS Purchase,157314.88,2025-11-11T07:36:18+00:00,,COMPLETED
T0000507,A00049,CREDIT,623.28,Transfer Out,86121.49,2023-01-15T09:47:20+00:00,,COMPLETED
T0000530,A00051,CREDIT,866.45,POS Purchase,190349.88,2025-09-05T18:15:56+00:00,,COMPLETED
T0000181,A00018,DEBIT,1864.17,Salary Deposit,174152.83,2022-01-14T23:59:38+00:00,,COMPLETED
T0000251,A00024,DEBIT,1124.81,Fee,153114.92,2025-04-05T05:02:57+00:00,,COMPLETED
T0001087,A00101,CREDIT,1762.48,Transfer Out,4043.14,2025-02-14T11:45:06+00:00,,COMPLETED
T0000732,A00071,DEBIT,1550.12,Interest Credit,176417.64,2021-01-30T23:34:26+00:00,,COMPLETED
T0002092,A00205,DEBIT,996.71,Transfer In,25019.99,2025-02-05T13:23:07+00:00,,COMPLETED
T0002104,A00207,CREDIT,2815.92,POS Purchase,61118.52,2019-08-24T09:17:34+00:00,,COMPLETED
T0000703,A00069,DEBIT,1895.84,Transfer Out,121155.09,2020-05-11T11:28:22+00:00,,COMPLETED
T0000382,A00037,DEBIT,447.44,Transfer In,75944.39,2025-01-12T20:48:04+00:00,,COMPLETED
T0000984,A00090,DEBIT,203.44,Salary Deposit,148591.67,2023-07-09T02:47:18+00:00,,COMPLETED
T0000526,A00051,DEBIT,507.88,POS Purchase,190302.79,2024-04-04T23:18:54+00:00,,COMPLETED
T0001908,A00185,CREDIT,234.34,ATM Withdrawal,159813.39,2021-06-19T13:39:58+00:00,,COMPLETED
T0001506,A00147,DEBIT,1914.89,ATM Withdrawal,116895.49,2024-04-28T20:33:17+00:00,,COMPLETED
T0001861,A00181,CREDIT,1904.89,Salary Deposit,149113.54,2025-05-27T07:56:19+00:00,,COMPLETED
T0000461,A00044,DEBIT,550.75,ATM Withdrawal,57614.16,2019-12-20T20:56:09+00:00,,COMPLETED
T0000649,A00062,DEBIT,1332.79,Salary Deposit,109271.42,2023-09-08T09:50:13+00:00,,COMPLETED
T0001013,A00094,CREDIT,851.80,ATM Withdrawal,6166.71,2021-04-24T21:07:13+00:00,,COMPLETED
T0001104,A00102,DEBIT,488.91,Salary Deposit,174879.56,2019-08-01T09:36:06+00:00,,COMPLETED
T0002156,A00211,CREDIT,1937.46,ATM Withdrawal,138122.82,2021-05-18T05:37:59+00:00,,COMPLETED
T0000630,A00059,CREDIT,557.95,Salary Deposit,1094.03,2022-04-28T16:13:51+00:00,,COMPLETED
T0002017,A00199,DEBIT,1110.99,Fee,92967.68,2025-08-04T23:05:27+00:00,,COMPLETED
T0001155,A00107,DEBIT,1519.94,Transfer In,145977.75,2025-01-02T05:22:35+00:00,,COMPLETED
T0001814,A00172,CREDIT,470.01,Fee,188494.25,2020-09-04T20:17:08+00:00,,COMPLETED
T0001116,A00103,CREDIT,1729.97,Fee,175186.16,2019-12-02T16:15:07+00:00,,COMPLETED
T0001524,A00150,CREDIT,1728.59,POS Purchase,101320.12,2019-12-04T23:28:14+00:00,,COMPLETED
T0001581,A00154,DEBIT,1094.57,Salary Deposit,100449.14,2023-11-13T17:05:31+00:00,,COMPLETED
T0001909,A00185,CREDIT,834.29,Transfer Out,160619.86,2020-03-01T08:08:52+00:00,,COMPLETED
T0000975,A00089,DEBIT,964.81,Salary Deposit,135699.94,2023-10-29T18:59:19+00:00,,COMPLETED
T0000837,A00078,CREDIT,1499.49,Transfer Out,95218.3,2024-11-23T13:07:16+00:00,,COMPLETED
T0001778,A00170,CREDIT,1681.17,Transfer In,142218.46,2020-05-26T09:27:56+00:00,,COMPLETED
T0000646,A00062,CREDIT,991.08,ATM Withdrawal,108663.33,2021-03-28T07:49:08+00:00,,COMPLETED
T0001201,A00110,DEBIT,1204.29,POS Purchase,52719.99,2020-10-31T08:29:46+00:00,,COMPLETED
T0001513,A00149,DEBIT,1623.25,Transfer Out,146091.27,2023-09-05T02:27:11+00:00,,COMPLETED
T0000595,A00056,CREDIT,174.11,ATM Withdrawal,26737.15,2025-09-08T04:14:29+00:00,,COMPLETED
T0001636,A00160,DEBIT,451.89,Fee,141218.34,2019-12-31T13:56:29+00:00,,COMPLETED
T0002306,A00226,DEBIT,9778.70,Interest Credit,137372.17,2023-01-13T11:50:22+00:00,,COMPLETED
T0000566,A00053,CREDIT,443.40,Interest Credit,97471.68,2019-07-05T09:16:13+00:00,,COMPLETED
T0000962,A00088,CREDIT,1267.83,Salary Deposit,196256.06,2022-02-20T04:59:17+00:00,,COMPLETED
T0002082,A00202,CREDIT,1219.30,Interest Credit,13363.99,2024-11-12T13:40:32+00:00,,COMPLETED
T0000671,A00065,CREDIT,1560.70,Transfer Out,79961.4,2020-05-18T04:50:14+00:00,,COMPLETED
T0000486,A00047,DEBIT,57.54,ATM Withdrawal,125310.21,2025-06-27T16:18:58+00:00,,COMPLETED
T0002232,A00217,DEBIT,1554.92,Fee,30038.21,2024-05-11T14:11:24+00:00,,COMPLETED
T0001460,A00142,DEBIT,1289.53,Fee,126462.2,2025-12-24T17:34:35+00:00,,COMPLETED
T0001284,A00117,CREDIT,214.11,POS Purchase,105073.96,2024-07-26T16:24:56+00:00,,COMPLETED
T0000285,A00026,DEBIT,293.20,ATM Withdrawal,110638.03,2021-06-14T03:45:02+00:00,,COMPLETED
T0000923,A00085,CREDIT,473.23,Salary Deposit,101463.16,2022-03-22T02:42:40+00:00,,COMPLETED
T0001414,A00137,CREDIT,1791.26,Fee,97861.34,2022-03-29T06:41:26+00:00,,COMPLETED
T0000833,A00078,DEBIT,53.90,ATM Withdrawal,95622.24,2022-01-23T10:35:33+00:00,,COMPLETED
T0000943,A00087,DEBIT,79.75,Salary Deposit,116787.78,2020-06-13T20:32:02+00:00,,COMPLETED
T0001448,A00141,CREDIT,1362.74,ATM Withdrawal,194429.79,2020-10-30T15:07:22+00:00,,COMPLETED
T0001772,A00169,CREDIT,24924.56,POS Purchase,177114.67,2022-02-19T11:18:35+00:00,,COMPLETED
T0001894,A00183,DEBIT,1927.00,Transfer In,176599.58,2023-10-30T12:35:34+00:00,,COMPLETED
T0000175,A00016,CREDIT,1982.64,ATM Withdrawal,153586.12,2021-06-12T02:09:19+00:00,,COMPLETED
T0001191,A00109,DEBIT,1745.96,POS Purchase,145776.72,2022-10-30T00:38:34+00:00,,COMPLETED
T0002317,A00228,DEBIT,1441.59,POS Purchase,116149.0,2023-08-27T02:06:24+00:00,,COMPLETED
